Car_ID,Brand,Model,Year,Engine_Size,Cylinders,Transmission,Fuel_Type,Mileage,Horsepower,Doors,Weight,Color,Price
4660,Tesla,Model S,2005,5.6,8,Automatic,Electric,6.4,453,4,1199,Silver,126488
4661,Toyota,RAV4,1991,5.9,10,Automatic,Petrol,10.4,279,2,985,Blue,40204
4662,Toyota,RAV4,1997,4.0,3,Automatic,Electric,23.6,342,4,1434,Blue,61649
4663,Mercedes,C-Class,2015,1.8,8,Automatic,Diesel,13.3,445,3,3486,White,96447
4664,Honda,Civic,2024,6.4,10,Manual,Electric,13.8,425,3,1806,Black,92785
4665,Ford,Focus,2023,5.8,5,Manual,Diesel,22.0,540,5,1193,Yellow,85427
4666,Ford,Fusion,2005,3.5,10,Manual,Petrol,11.5,296,2,1417,Yellow,52147
4667,Honda,Civic,1991,2.1,6,Automatic,Electric,11.5,445,3,1755,Yellow,57828
4668,Tesla,Model Y,1998,3.0,3,Automatic,Diesel,15.0,305,2,1942,Yellow,65161
4669,Ford,Fusion,2014,6.5,10,Automatic,Electric,14.8,157,2,3436,Silver,48823
4670,Ford,Fusion,2000,5.8,4,Automatic,Hybrid,7.4,210,3,1374,Red,35903
4671,Honda,Fit,1994,3.7,3,Manual,Diesel,7.3,117,4,1956,Green,20833
4672,Mercedes,GLE,2019,6.3,3,Manual,Diesel,25.0,140,5,1830,Blue,59875
4673,Mercedes,C-Class,2021,3.8,3,Manual,Petrol,13.2,408,5,2680,White,100901
4674,Tesla,Model Y,2001,1.7,10,Manual,Petrol,14.4,51,5,2337,Silver,25901
4675,Tesla,Model S,1992,1.8,12,Manual,Petrol,20.0,243,4,1863,Yellow,43164
4676,Mercedes,GLA,2022,5.8,4,Automatic,Electric,18.0,463,2,2332,Red,132211
4677,Toyota,Prius,2013,2.3,8,Automatic,Diesel,8.8,68,2,1297,Green,30578
4678,Mercedes,C-Class,2007,2.0,6,Manual,Electric,9.2,271,2,1660,Green,71316
4679,Honda,Civic,2001,3.6,4,Manual,Diesel,5.2,58,5,1722,Red,18978
4680,Tesla,Model S,1991,3.0,8,Automatic,Electric,24.2,207,4,937,Blue,54881
4681,Tesla,Model X,2005,3.1,8,Automatic,Diesel,17.6,166,5,3414,Green,52688
4682,Honda,Civic,2015,5.0,6,Manual,Diesel,23.6,510,2,1228,Black,68428
4683,Honda,CR-V,2012,1.9,4,Manual,Electric,15.5,299,5,3060,Black,60330
4684,Tesla,Model Y,2007,1.8,10,Manual,Hybrid,18.7,147,2,2719,Yellow,44624
4685,Ford,Escape,2019,5.5,10,Automatic,Petrol,13.7,184,4,2916,Green,50101
4686,Ford,Focus,1991,3.9,5,Manual,Hybrid,19.8,395,5,2451,Red,53928
4687,Mercedes,GLE,2018,2.1,5,Manual,Hybrid,6.7,140,3,1245,Silver,46517
4688,Honda,Accord,2000,4.0,4,Automatic,Electric,15.7,656,3,1844,Yellow,89409
4689,BMW,5 Series,2013,1.4,6,Manual,Diesel,21.1,607,5,2628,Green,102825
4690,Ford,Escape,2007,4.4,8,Automatic,Petrol,15.5,553,4,1687,Green,81910
4691,Toyota,Prius,2015,3.9,4,Manual,Electric,16.4,191,3,2462,Red,45004
4692,Toyota,Corolla,2024,5.9,5,Automatic,Electric,18.2,308,4,1370,White,69984
4693,Honda,Accord,2019,3.0,10,Automatic,Diesel,15.9,457,5,1976,Blue,66148
4694,Tesla,Model 3,2022,5.2,12,Automatic,Petrol,14.0,422,2,1035,Green,104829
4695,Honda,Civic,2019,5.0,8,Automatic,Diesel,6.1,77,2,2402,Blue,38941
4696,BMW,X3,2003,5.7,12,Automatic,Hybrid,22.3,660,5,2304,Red,139906
4697,Ford,Escape,1992,3.8,3,Manual,Petrol,11.9,351,5,2211,Yellow,48567
4698,Ford,Fusion,2022,4.0,8,Manual,Hybrid,12.9,390,5,2002,Blue,70618
4699,Mercedes,C-Class,2011,6.3,12,Manual,Hybrid,11.9,53,2,3147,Green,40372
4700,Honda,Accord,2005,2.9,4,Manual,Electric,23.9,257,2,3436,Red,52183
4701,Toyota,Corolla,2008,2.9,8,Manual,Electric,6.0,596,3,1295,Silver,87986
4702,Honda,Civic,2000,4.2,12,Manual,Hybrid,8.1,147,4,2267,Black,30506
4703,Mercedes,E-Class,2024,4.2,10,Manual,Hybrid,13.2,156,3,3303,Yellow,63402
4704,Mercedes,GLA,2011,1.0,4,Automatic,Petrol,5.7,91,3,880,White,36337
4705,Mercedes,GLE,1999,1.7,6,Automatic,Electric,18.8,194,3,2772,Yellow,59919
4706,Tesla,Model X,2008,4.9,8,Manual,Petrol,23.5,116,4,1481,Black,54944
4707,Mercedes,C-Class,2005,1.2,12,Manual,Diesel,8.7,164,2,2328,Black,46629
4708,Mercedes,GLA,2011,1.9,10,Manual,Electric,9.6,356,4,1636,White,111030
4709,BMW,3 Series,1992,2.7,4,Manual,Hybrid,14.0,435,3,1076,Green,83469
4710,Mercedes,C-Class,1994,5.1,12,Manual,Petrol,20.1,434,5,3399,Silver,96648
4711,Ford,Escape,2023,3.8,8,Manual,Hybrid,24.7,122,4,1753,Red,35244
4712,Tesla,Model Y,2019,6.1,6,Manual,Electric,11.0,243,3,1733,White,101262
4713,BMW,3 Series,1996,6.0,4,Automatic,Hybrid,11.9,400,3,3105,Red,85433
4714,Toyota,Camry,2011,5.3,4,Automatic,Petrol,22.2,584,4,1953,Blue,91446
4715,Ford,Focus,1999,5.9,10,Manual,Petrol,7.1,229,4,1517,White,36417
4716,Honda,Civic,2012,1.2,5,Manual,Electric,11.4,188,5,2521,Red,43116
4717,BMW,5 Series,1992,4.3,12,Manual,Hybrid,16.4,340,2,2442,Black,66979
4718,Honda,Accord,2020,5.8,6,Manual,Diesel,7.9,52,3,1776,Yellow,32145
4719,Tesla,Model S,2008,2.4,4,Automatic,Petrol,11.0,331,2,1956,Yellow,68588
4720,Tesla,Model 3,2011,5.5,10,Automatic,Electric,14.3,216,2,1144,Blue,71614
4721,Mercedes,E-Class,1993,2.7,6,Automatic,Hybrid,5.3,589,5,3093,Silver,92595
4722,Toyota,Camry,2008,1.9,3,Manual,Diesel,5.3,525,3,2363,White,68856
4723,Mercedes,GLA,2023,3.6,5,Automatic,Electric,24.3,240,3,1941,White,84973
4724,Honda,CR-V,2021,6.4,4,Manual,Petrol,22.7,445,4,837,Blue,82024
4725,Mercedes,E-Class,2001,6.2,3,Automatic,Hybrid,6.9,521,5,2589,White,122348
4726,BMW,X3,2025,2.7,8,Automatic,Petrol,5.0,338,5,1768,White,82939
4727,Tesla,Model Y,2005,4.5,8,Manual,Petrol,22.5,257,4,2759,Yellow,76005
4728,Toyota,Corolla,2007,1.5,3,Automatic,Electric,7.0,426,4,1979,Silver,78133
4729,Tesla,Model S,1993,6.3,5,Manual,Electric,15.2,650,3,2976,Silver,158858
4730,Honda,CR-V,1992,5.7,8,Manual,Hybrid,14.6,575,4,2801,Green,65538
4731,Honda,Civic,2019,1.6,5,Automatic,Diesel,19.8,356,3,1857,Red,65035
4732,BMW,X5,1997,5.3,8,Automatic,Hybrid,22.8,130,2,1504,Yellow,42930
4733,Honda,CR-V,2024,3.3,4,Manual,Petrol,18.7,615,3,1184,Green,85403
4734,Honda,Fit,2002,1.9,10,Manual,Diesel,13.9,348,2,1639,Silver,48683
4735,Toyota,RAV4,2013,5.0,4,Manual,Diesel,24.1,271,5,1152,Black,53200
4736,Honda,CR-V,1991,3.7,4,Manual,Petrol,23.8,195,5,2344,Red,29811
4737,Tesla,Model 3,1995,6.1,10,Manual,Diesel,14.2,294,4,3489,Blue,70712
4738,Honda,CR-V,2015,1.7,10,Manual,Petrol,5.5,444,5,2901,Silver,63410
4739,Mercedes,GLE,2017,3.3,6,Manual,Electric,23.9,282,5,2951,Blue,89597
4740,Tesla,Model S,2009,3.4,6,Manual,Diesel,21.0,276,4,1195,Blue,74907
4741,Ford,Escape,2000,4.9,3,Manual,Electric,14.2,428,2,3240,Red,63595
4742,Mercedes,GLE,1997,5.0,6,Automatic,Diesel,19.1,579,4,1416,Yellow,112245
4743,Toyota,Prius,1994,2.3,8,Manual,Diesel,15.6,392,4,3264,Green,53092
4744,Toyota,Corolla,2005,4.5,12,Manual,Electric,12.9,440,3,2421,Blue,68904
4745,Tesla,Model S,2011,1.4,10,Automatic,Electric,21.0,218,3,1902,Green,62213
4746,Ford,Focus,2019,5.1,6,Automatic,Petrol,12.1,536,4,1440,Green,84640
4747,Honda,CR-V,2010,5.4,5,Automatic,Diesel,25.0,460,3,2233,Yellow,76954
4748,Tesla,Model S,2013,1.2,10,Manual,Hybrid,7.2,526,2,2118,Red,105329
4749,Tesla,Model X,1990,2.7,4,Automatic,Petrol,16.4,139,3,1159,White,37621
4750,Mercedes,GLE,2012,5.6,4,Automatic,Petrol,10.3,166,3,1230,Green,58372
4751,Tesla,Model Y,2009,5.7,8,Automatic,Electric,14.9,573,4,2788,Red,129651
4752,BMW,3 Series,2017,3.1,8,Manual,Diesel,6.2,592,5,2696,Yellow,106481
4753,Ford,Fusion,1998,3.1,5,Automatic,Electric,23.5,406,2,2016,Green,64181
4754,BMW,5 Series,1990,2.7,5,Automatic,Electric,23.5,444,5,2373,Blue,103396
4755,Honda,Accord,2017,6.4,5,Manual,Diesel,22.0,369,4,1599,White,60224
4756,Mercedes,GLE,1993,2.2,6,Automatic,Electric,8.4,234,2,1714,Red,60069
4757,Honda,Fit,2023,5.2,10,Automatic,Diesel,17.3,168,5,855,Blue,45932
4758,BMW,5 Series,1995,4.2,10,Automatic,Electric,5.0,236,5,3210,Yellow,75007
4759,Ford,Focus,2025,5.2,12,Automatic,Hybrid,16.6,521,4,2691,White,90986
4760,Mercedes,E-Class,2022,2.0,6,Automatic,Diesel,16.4,604,4,2708,Red,125958
4761,Tesla,Model X,2025,6.0,5,Automatic,Petrol,6.2,398,4,1672,Black,118379
4762,Tesla,Model 3,1990,2.2,10,Automatic,Diesel,8.5,324,4,1518,White,63175
4763,Ford,Focus,1992,2.6,8,Manual,Petrol,25.0,271,3,3118,Blue,33552
4764,Ford,Mustang,2011,2.2,8,Manual,Electric,13.4,322,5,1692,Yellow,59440
4765,Tesla,Model 3,1992,3.2,10,Automatic,Hybrid,23.6,197,5,1013,White,40286
4766,Toyota,Corolla,1990,6.1,8,Automatic,Hybrid,13.0,327,5,3046,White,52475
4767,BMW,3 Series,1997,1.6,8,Manual,Hybrid,22.2,669,5,2368,Black,129058
4768,BMW,X3,2010,3.5,5,Automatic,Petrol,9.3,68,2,3114,Red,41434
4769,Mercedes,E-Class,2020,2.1,4,Manual,Diesel,16.7,484,5,2377,Silver,105180
4770,BMW,5 Series,1997,6.0,10,Manual,Hybrid,22.3,489,5,2103,Red,95835
4771,Mercedes,E-Class,2002,2.9,10,Manual,Diesel,12.0,108,5,1805,Black,42197
4772,Ford,Escape,2000,3.1,8,Manual,Diesel,17.6,377,4,1731,Silver,45359
4773,Tesla,Model X,1991,3.2,10,Automatic,Diesel,23.9,112,4,1296,Yellow,36758
4774,Mercedes,GLA,2006,3.1,6,Automatic,Diesel,21.9,74,4,1099,Red,36847
4775,Mercedes,E-Class,2016,3.2,6,Automatic,Hybrid,22.4,436,4,1484,White,91540
4776,BMW,3 Series,2021,3.1,12,Automatic,Diesel,11.2,578,2,2895,Blue,124372
4777,Tesla,Model X,1993,2.7,12,Automatic,Petrol,15.9,101,5,1732,White,27604
4778,Tesla,Model Y,2021,1.3,6,Automatic,Hybrid,6.4,530,4,2760,Silver,119413
4779,Ford,Fusion,2011,4.3,6,Manual,Electric,8.6,218,4,2256,Blue,45813
4780,BMW,5 Series,2018,4.2,3,Manual,Electric,22.7,392,3,1134,Red,112416
4781,Toyota,Prius,2025,2.3,5,Manual,Diesel,10.2,104,4,2966,Blue,32371
4782,Ford,Escape,2000,3.9,4,Automatic,Petrol,20.1,382,2,2199,Green,50891
4783,Ford,Fusion,2021,6.1,3,Manual,Hybrid,24.0,146,5,2665,Green,48291
4784,Mercedes,C-Class,2022,5.9,3,Manual,Hybrid,17.3,134,2,3202,Blue,63654
4785,Mercedes,E-Class,2025,3.7,4,Automatic,Diesel,8.2,423,3,920,Green,104201
4786,BMW,X3,2011,5.1,5,Automatic,Hybrid,11.6,69,2,1571,Red,42227
4787,Ford,Escape,2019,2.2,3,Manual,Electric,10.6,577,4,3405,White,87357
4788,Honda,CR-V,1995,1.7,3,Automatic,Petrol,12.2,370,4,1114,Red,48867
4789,Ford,Mustang,2011,1.0,8,Automatic,Electric,22.3,296,3,835,Green,59269
4790,Ford,Fusion,2022,5.3,10,Manual,Diesel,5.1,686,3,1492,Black,106866
4791,BMW,X3,2014,1.2,4,Automatic,Petrol,9.7,501,2,953,Yellow,114819
4792,Honda,Civic,1995,1.7,6,Manual,Petrol,12.9,227,5,2469,Silver,28288
4793,Honda,CR-V,2004,1.3,8,Automatic,Electric,12.4,280,2,1584,Red,50026
4794,Toyota,Camry,1999,5.2,3,Automatic,Electric,20.9,583,3,1249,Green,97445
4795,BMW,X3,1998,1.6,10,Automatic,Petrol,16.2,212,3,2018,Yellow,52796
4796,Ford,Fusion,1991,5.5,5,Automatic,Petrol,22.0,376,2,1548,Red,49863
4797,Ford,Escape,1993,3.2,4,Automatic,Hybrid,23.5,287,3,1529,Blue,43039
4798,BMW,X3,2006,4.6,12,Manual,Electric,20.8,425,4,1045,Green,96691
4799,Ford,Focus,1992,3.2,10,Automatic,Electric,13.3,456,4,1131,Red,60488
4800,Mercedes,C-Class,1994,4.6,5,Automatic,Diesel,18.3,612,4,1033,Blue,124059
4801,Toyota,Camry,2013,6.4,3,Automatic,Diesel,23.5,255,4,1009,Red,45773
4802,Toyota,Prius,2004,4.7,5,Manual,Diesel,8.4,277,3,1969,Green,45707
4803,Honda,Fit,2020,1.9,10,Automatic,Petrol,21.2,586,4,874,Silver,73983
4804,Toyota,Prius,2000,4.5,4,Manual,Petrol,7.2,290,2,2038,Black,45846
4805,BMW,X3,1996,5.5,3,Automatic,Diesel,5.2,494,3,1749,Green,100372
4806,Honda,Civic,2000,1.7,5,Automatic,Hybrid,13.6,158,4,3412,Green,29685
4807,Mercedes,GLE,2019,3.5,5,Automatic,Electric,15.6,534,3,2895,Red,138597
4808,BMW,X3,1992,2.9,6,Manual,Hybrid,23.4,584,4,3283,White,105046
4809,Ford,Focus,2017,3.2,8,Manual,Electric,7.9,621,4,2263,Blue,106116
4810,Mercedes,GLA,2020,4.8,5,Automatic,Diesel,10.0,124,3,2659,White,65591
4811,Mercedes,C-Class,2010,3.6,8,Manual,Petrol,19.1,206,2,1119,White,53444
4812,Mercedes,GLE,2018,4.0,6,Automatic,Petrol,9.0,433,3,2903,Red,114900
4813,Toyota,RAV4,2016,4.0,8,Manual,Hybrid,7.4,652,4,3113,Yellow,95755
4814,Ford,Fusion,2001,1.0,8,Manual,Petrol,6.6,437,3,3268,Blue,50175
4815,Tesla,Model 3,2000,1.1,4,Automatic,Diesel,7.2,198,2,3265,Silver,46108
4816,Ford,Fusion,2007,5.6,8,Automatic,Electric,17.6,525,3,2935,Blue,82489
4817,Honda,Fit,2001,5.6,5,Manual,Hybrid,9.3,380,5,3287,Green,49096
4818,Ford,Mustang,2013,2.9,3,Manual,Diesel,18.4,50,5,2027,Yellow,29427
4819,Toyota,Camry,2014,5.0,12,Manual,Hybrid,6.6,585,3,1402,White,85665
4820,BMW,5 Series,1995,3.2,12,Manual,Petrol,21.4,96,5,3408,White,34647
4821,Ford,Mustang,2015,3.9,8,Automatic,Diesel,10.6,87,5,3164,Black,30054
4822,Tesla,Model X,2016,3.1,8,Manual,Hybrid,13.6,633,3,2282,Yellow,136190
4823,Tesla,Model 3,2012,3.1,12,Manual,Diesel,18.9,695,4,3361,Green,136067
4824,Mercedes,E-Class,1990,4.5,4,Manual,Petrol,19.6,369,2,3246,Red,64307
4825,Ford,Fusion,2001,3.4,5,Automatic,Diesel,18.2,311,4,2091,Blue,46505
4826,Honda,Civic,1993,1.1,4,Automatic,Electric,7.6,570,2,1454,Blue,70753
4827,Toyota,RAV4,2021,4.4,8,Manual,Electric,21.2,306,2,1019,Black,68638
4828,Toyota,Camry,2002,2.6,6,Manual,Diesel,18.2,209,3,1162,Yellow,38820
4829,Ford,Escape,1992,5.5,5,Manual,Petrol,13.9,655,2,2869,Silver,86868
4830,Honda,Civic,2004,1.8,12,Manual,Electric,18.9,594,2,3018,Red,89564
4831,Honda,Fit,1992,3.9,4,Automatic,Hybrid,11.1,679,5,2718,Red,84114
4832,Ford,Fusion,2013,6.2,8,Automatic,Hybrid,12.6,240,3,1813,Red,42441
4833,Toyota,Corolla,2000,3.2,6,Automatic,Electric,7.1,571,2,1853,Yellow,93510
4834,BMW,X5,2018,1.5,3,Automatic,Petrol,19.9,417,3,3407,Silver,103031
4835,Toyota,Camry,2016,2.2,6,Manual,Diesel,10.9,577,5,1496,Blue,71513
4836,Mercedes,C-Class,1990,5.8,12,Automatic,Electric,14.0,241,3,879,White,69728
4837,Toyota,Camry,2010,4.7,8,Manual,Electric,6.5,211,3,3063,Green,53346
4838,Honda,CR-V,2010,3.3,4,Automatic,Electric,20.7,134,4,804,Black,39840
4839,Ford,Mustang,2006,2.7,6,Automatic,Electric,8.7,677,5,3381,Yellow,93198
4840,Ford,Fusion,2018,1.4,5,Automatic,Hybrid,12.0,479,5,2250,Blue,68149
4841,Honda,Civic,2023,5.4,3,Automatic,Petrol,9.9,350,5,2617,Blue,55705
4842,Tesla,Model Y,2017,1.5,3,Automatic,Petrol,8.3,691,2,2720,Green,125235
4843,Tesla,Model 3,1998,5.7,12,Manual,Electric,16.2,458,5,1042,Green,122162
4844,Mercedes,E-Class,2016,5.4,5,Automatic,Petrol,14.2,173,5,3128,Yellow,59620
4845,BMW,3 Series,2002,1.3,5,Manual,Petrol,18.3,554,5,949,Red,116452
4846,BMW,3 Series,1992,6.2,10,Manual,Electric,20.8,682,4,3260,Black,139960
4847,Toyota,Corolla,2017,3.7,6,Automatic,Diesel,11.3,172,4,1315,Red,46545
4848,Honda,Civic,2004,5.5,5,Automatic,Electric,20.7,281,3,3335,Yellow,58369
4849,Tesla,Model 3,2001,3.8,5,Manual,Petrol,5.6,562,2,3448,White,114097
4850,Tesla,Model 3,2022,5.6,6,Manual,Electric,24.8,229,4,1046,White,104507
4851,Toyota,Prius,2003,3.6,4,Manual,Diesel,16.2,217,5,2810,Black,34814
4852,Toyota,Camry,2019,5.3,8,Manual,Petrol,17.8,330,2,2969,Black,58579
4853,Mercedes,GLE,2000,5.7,3,Manual,Electric,15.7,252,5,1663,Yellow,86545
4854,Mercedes,GLE,1991,1.2,12,Manual,Hybrid,6.8,195,4,2966,Yellow,35597
4855,Ford,Mustang,2016,3.5,4,Automatic,Electric,5.6,411,4,1035,Blue,66966
4856,Ford,Mustang,2022,3.7,10,Automatic,Diesel,24.4,581,2,1069,Yellow,97155
4857,Mercedes,GLA,1998,3.6,3,Automatic,Hybrid,9.6,172,2,836,White,49173
4858,Mercedes,C-Class,2017,4.7,10,Automatic,Electric,18.1,443,3,1685,White,116314
4859,Mercedes,GLA,2011,2.9,4,Manual,Diesel,21.7,261,3,1384,Silver,70425
4860,Ford,Focus,2016,4.3,10,Manual,Petrol,10.4,552,3,1687,White,88703
4861,Toyota,Prius,2004,1.6,12,Manual,Hybrid,10.5,626,5,2108,White,73561
4862,Tesla,Model 3,1992,3.0,8,Automatic,Hybrid,24.4,256,3,3208,Yellow,59671
4863,Tesla,Model X,2006,1.6,12,Manual,Hybrid,11.8,90,3,2004,Blue,34619
4864,Honda,CR-V,1999,4.3,3,Automatic,Diesel,6.0,54,5,917,Silver,22448
4865,Mercedes,GLA,2016,5.2,12,Automatic,Petrol,11.4,111,5,1985,Green,63269
4866,Toyota,RAV4,1992,5.0,4,Automatic,Electric,7.5,599,2,2805,Yellow,95110
4867,Honda,Civic,1996,6.4,3,Manual,Hybrid,11.9,630,2,3251,Silver,79926
4868,Honda,Accord,1993,5.2,8,Manual,Diesel,21.4,683,2,3259,White,77886
4869,Mercedes,GLA,2009,1.0,5,Automatic,Diesel,9.6,277,3,804,Silver,59394
4870,Tesla,Model 3,2001,6.3,8,Automatic,Diesel,15.7,496,4,1794,Blue,113160
4871,Honda,Accord,1997,4.5,8,Manual,Electric,9.5,152,5,2786,Red,31577
4872,Toyota,Corolla,1998,4.8,10,Manual,Hybrid,8.2,420,2,1021,Black,59761
4873,Tesla,Model 3,1996,2.8,6,Manual,Electric,23.0,52,3,1343,Blue,27607
4874,Toyota,Corolla,2001,3.9,6,Manual,Hybrid,7.8,497,2,2779,White,72553
4875,Ford,Focus,2019,5.6,10,Automatic,Hybrid,10.5,434,2,2511,Black,76694
4876,Mercedes,GLA,2018,5.5,12,Manual,Petrol,8.1,94,4,2059,White,52354
4877,Tesla,Model X,2013,6.1,3,Automatic,Petrol,5.4,520,2,816,Silver,127339
4878,Honda,Fit,2002,1.2,12,Manual,Petrol,13.6,536,5,2511,White,73532
4879,Ford,Mustang,2018,1.8,12,Automatic,Diesel,20.0,622,4,2836,Red,90972
4880,Tesla,Model X,2022,4.9,4,Manual,Petrol,9.0,495,4,2834,Yellow,100288
4881,BMW,5 Series,2017,4.0,4,Manual,Petrol,17.1,135,3,3378,Yellow,48971
4882,Tesla,Model 3,2013,4.5,8,Automatic,Petrol,9.0,144,5,1095,Blue,62416
4883,Ford,Focus,2010,4.8,3,Manual,Petrol,20.0,597,3,3220,White,79641
4884,Ford,Mustang,2023,1.4,4,Automatic,Hybrid,11.1,394,4,1135,White,71365
4885,Tesla,Model 3,2018,4.6,8,Manual,Petrol,12.5,156,3,2296,Blue,68046
4886,Mercedes,GLA,2025,1.6,10,Automatic,Hybrid,23.7,240,3,2686,Blue,71635
4887,Toyota,Prius,2003,3.1,8,Manual,Hybrid,10.8,272,3,2240,Yellow,38646
4888,Mercedes,GLA,2019,2.3,5,Manual,Petrol,21.4,182,3,2296,White,62702
4889,Ford,Mustang,2004,5.4,3,Automatic,Diesel,20.4,609,4,2376,Red,74623
4890,Toyota,Corolla,1997,1.5,12,Manual,Hybrid,8.6,244,2,1849,White,31729
4891,Toyota,Prius,1996,2.4,12,Automatic,Petrol,24.1,71,4,1153,Green,20287
4892,Ford,Fusion,1998,2.9,3,Manual,Electric,7.8,297,2,1994,Silver,49472
4893,Honda,Civic,2004,1.7,12,Automatic,Electric,17.6,643,2,1570,White,81999
4894,Toyota,Prius,2007,4.0,6,Automatic,Diesel,13.6,684,3,2939,White,86992
4895,Toyota,Prius,2021,4.6,3,Automatic,Electric,15.5,65,5,3350,Black,44875
4896,BMW,X5,1994,5.9,4,Manual,Diesel,22.0,439,5,3484,Yellow,97200
4897,Toyota,Camry,1997,2.0,3,Manual,Electric,6.1,489,2,3346,Yellow,78429
4898,Ford,Mustang,1999,3.6,6,Manual,Diesel,22.5,205,3,1761,Red,32071
4899,BMW,X3,2005,3.5,5,Manual,Petrol,23.4,289,5,2263,Black,66899
4900,Tesla,Model X,2001,3.0,10,Manual,Petrol,22.2,108,5,2229,Yellow,34377
4901,Ford,Escape,2014,6.3,5,Automatic,Petrol,10.2,553,4,3085,White,78431
4902,Honda,Civic,2009,4.5,8,Automatic,Electric,8.7,84,5,2944,White,40184
4903,Mercedes,E-Class,2019,4.7,6,Manual,Electric,8.1,635,3,983,Silver,174951
4904,Toyota,Camry,2019,4.2,4,Manual,Electric,5.4,85,2,2802,Red,39198
4905,Ford,Fusion,2024,5.0,5,Manual,Diesel,9.4,197,2,1240,Blue,53303
4906,Honda,Fit,2012,3.5,4,Manual,Hybrid,7.3,411,5,3424,Yellow,67227
4907,Honda,Accord,2020,5.6,5,Automatic,Hybrid,6.3,275,2,2499,Yellow,58695
4908,Toyota,RAV4,2005,5.4,6,Automatic,Petrol,9.9,388,4,1846,Green,62778
4909,Ford,Focus,2003,4.0,3,Automatic,Electric,9.3,690,2,914,Blue,107544
4910,Ford,Escape,2006,4.6,3,Manual,Hybrid,12.6,87,3,1820,Black,26984
4911,Tesla,Model 3,2019,3.4,6,Manual,Hybrid,15.4,371,4,1868,White,90271
4912,Mercedes,GLA,1994,1.1,3,Automatic,Electric,18.6,626,5,1135,Yellow,118681
4913,Honda,Civic,2025,5.0,4,Automatic,Petrol,17.3,348,5,1549,Blue,67403
4914,Honda,CR-V,1994,4.8,6,Manual,Diesel,15.9,387,3,1427,Blue,50280
4915,Toyota,Prius,1991,1.1,5,Automatic,Electric,12.1,233,3,1971,Black,33805
4916,Toyota,Camry,2016,4.2,4,Manual,Diesel,11.4,277,5,1891,Yellow,45099
4917,Mercedes,C-Class,2015,1.7,12,Automatic,Diesel,23.4,543,5,1555,Red,119359
4918,Mercedes,C-Class,2003,1.7,3,Manual,Electric,19.3,428,5,1483,Green,90415
4919,Tesla,Model S,1996,3.9,5,Manual,Hybrid,6.2,542,4,2814,Green,93619
4920,Toyota,Prius,2002,5.8,3,Manual,Petrol,18.8,494,2,1253,Silver,75198
4921,Ford,Fusion,1995,4.9,12,Automatic,Hybrid,15.5,55,2,2681,Silver,22700
4922,Ford,Mustang,1991,4.5,12,Manual,Petrol,13.3,397,2,1564,White,55072
4923,Tesla,Model X,1991,3.8,10,Automatic,Electric,8.6,104,5,915,Silver,34070
4924,Tesla,Model Y,2002,4.8,5,Automatic,Diesel,8.9,499,4,2906,Silver,92586
4925,Toyota,Camry,2008,6.2,3,Manual,Electric,18.2,539,3,2925,Green,81485
4926,Mercedes,GLA,2025,3.1,10,Manual,Petrol,17.5,471,2,3438,Black,97583
4927,Toyota,Corolla,2003,3.8,12,Automatic,Diesel,14.9,476,5,2184,Black,71266
4928,Toyota,RAV4,2003,5.4,5,Automatic,Hybrid,22.0,685,3,848,Silver,90595
4929,Mercedes,E-Class,2018,4.0,3,Manual,Petrol,15.0,236,5,1502,Silver,76773
4930,Toyota,Camry,2013,3.5,5,Automatic,Diesel,22.8,501,4,2179,White,65013
4931,Honda,Fit,1999,5.1,8,Manual,Petrol,16.1,191,5,2575,Red,39104
4932,Honda,Civic,1997,3.4,8,Manual,Hybrid,23.5,78,4,2375,Silver,22039
4933,Honda,CR-V,1998,2.4,3,Manual,Hybrid,6.8,71,3,1525,Black,20173
4934,Mercedes,E-Class,1996,2.6,12,Manual,Electric,12.6,70,2,3438,Red,30610
4935,Honda,CR-V,1995,5.0,8,Automatic,Electric,15.0,306,2,3061,Green,56161
4936,Honda,Civic,2010,3.3,10,Manual,Hybrid,16.8,596,2,2666,Silver,81772
4937,Toyota,Camry,2018,4.0,8,Automatic,Electric,21.5,402,4,2783,White,82837
4938,Honda,Accord,2014,2.6,4,Automatic,Diesel,14.8,559,5,3256,Blue,87042
4939,Tesla,Model X,2008,6.1,4,Automatic,Hybrid,8.2,259,3,1161,White,78658
4940,Toyota,Camry,2007,1.4,10,Automatic,Diesel,12.2,395,5,2606,Silver,56089
4941,Tesla,Model S,1991,5.9,10,Manual,Hybrid,9.4,295,3,3402,Blue,56832
4942,BMW,5 Series,1995,4.8,8,Automatic,Petrol,23.1,165,5,3361,Black,45407
4943,Toyota,RAV4,2009,4.0,4,Automatic,Petrol,23.4,330,3,1966,Blue,47449
4944,Honda,Civic,2022,4.8,5,Automatic,Petrol,5.4,586,2,1811,Red,95568
4945,Honda,CR-V,2000,1.5,5,Automatic,Petrol,5.5,653,2,994,Green,79261
4946,Toyota,Camry,2017,4.9,5,Automatic,Hybrid,8.8,339,4,1599,White,56736
4947,Tesla,Model 3,1993,3.3,10,Automatic,Hybrid,21.7,582,5,1204,White,95118
4948,Toyota,Prius,2015,5.5,8,Manual,Diesel,6.7,434,4,2325,Green,78697
4949,Ford,Fusion,2016,5.3,10,Manual,Diesel,14.7,198,4,2451,Blue,44542
